channel,coach,video_id,title,duration_min,views,in_catalog,transcribed,tagged,used_in_kb,difficulty,tags,champion_focus,summary,url
PerryJG,,5zIzwkZfMfw,ABUSE THE ENEMY BAD TEMPO 🤠l perryjg on twitch,,13000,,,,,,,,,https://www.youtube.com/watch?v=5zIzwkZfMfw
PerryJG,,AA24W4UQDPc,ABUSE THIS RULE 👀 l perryjg on twitch,,18000,,,,,,,,,https://www.youtube.com/watch?v=AA24W4UQDPc
PerryJG,,iBVytCUBXxg,ABUSE YOUR LANER PRIO 🧐 l perryjg on twitch,,15000,,,,,,,,,https://www.youtube.com/watch?v=iBVytCUBXxg
PerryJG,,VZN9F4ujjqo,ACCELERATE YOUR GAME🧐 l perryjg on twitch,,67000,,,,,,,,,https://www.youtube.com/watch?v=VZN9F4ujjqo
PerryJG,,uCOvOmdSotc,ACCERELATE YOUR GAME ⚡️ l perryjg on twitch,,10000,,,,,,,,,https://www.youtube.com/watch?v=uCOvOmdSotc
PerryJG,,mUgN54UlDGQ,AD or AP Volibear? Here's EXACTLY When to Pick Each 🐻,60,,,,,,,,,,https://www.youtube.com/watch?v=mUgN54UlDGQ
PerryJG,,WsW6TSYoYSs,AD VOLIBEAR IS THE NEW KING OF LOW ELO AND HE'S HERE TO STAY,44,,,,,,,,,,https://www.youtube.com/watch?v=WsW6TSYoYSs
PerryJG,,7u1N_WnlcGs,ADC players are OVERREACTING,,29000,,,,,,,,,https://www.youtube.com/watch?v=7u1N_WnlcGs
PerryJG,,o2aUxAQFXuA,Advanced HIGH ELO Jungle Tracking,,19000,,,,,,,,,https://www.youtube.com/watch?v=o2aUxAQFXuA
PerryJG,,tZbSmxQKTNg,Advanced Jungle Tracking,,47000,,,,,,,,,https://www.youtube.com/watch?v=tZbSmxQKTNg
PerryJG,,c5kTofRdrJ4,Advanced Jungle | What's next after I know the basics? (FULL VOD),109,,,,,,,,,,https://www.youtube.com/watch?v=c5kTofRdrJ4
PerryJG,,ggU2l4FINKU,Aegis of Valor is BROKEN,,11000,,,,,,,,,https://www.youtube.com/watch?v=ggU2l4FINKU
PerryJG,,F_rEkgjcds0,ALWAYS Know WHERE JUNGLERS ARE By Doing THIS - League Tips #1,16,,,,,,,,,,https://www.youtube.com/watch?v=F_rEkgjcds0
PerryJG,,RQ04fqGN9Go,ALWAYS PATH BOTSIDE ! l perryjg on twitch,,25000,,,,,,,,,https://www.youtube.com/watch?v=RQ04fqGN9Go
PerryJG,,ghCN2UWRnlY,ALWAYS play to LIVE,,17000,,,,,,,,,https://www.youtube.com/watch?v=ghCN2UWRnlY
PerryJG,,RA4OKJwJdPA,ALWAYS TRACK SUMS 🧐 l perryjg on twitch,,12000,,,,,,,,,https://www.youtube.com/watch?v=RA4OKJwJdPA
PerryJG,,TrgWOyGSg1Q,ALWAYS WATCH LANES | perryjg on twitch,,6400,,,,,,,,,https://www.youtube.com/watch?v=TrgWOyGSg1Q
PerryJG,,OxMEeFhqE8U,AMUMU ITEMIZATON GUIDE - The 4 BEST AMUMU BUILDS you need to try,12,,,,,,,,,,https://www.youtube.com/watch?v=OxMEeFhqE8U
PerryJG,,s2pT7y0UPHU,AMUMU'S THE CHAMP 🤩 l perryjg on twitch,,3800,,,,,,,,,https://www.youtube.com/watch?v=s2pT7y0UPHU
PerryJG,,x-yd5iss-yQ,ANNOYING PINGS? 😒 l perryjg on twitch,,9700,,,,,,,,,https://www.youtube.com/watch?v=x-yd5iss-yQ
PerryJG,,4Puv3u79zU4,ANOTHER S TIER TANK 🦂 l perryjg on twitch,,6800,,,,,,,,,https://www.youtube.com/watch?v=4Puv3u79zU4
PerryJG,,kgHQK_Fks4Q,ANY CHAMP CAN WORK l perryjg on twitch,,7500,,,,,,,,,https://www.youtube.com/watch?v=kgHQK_Fks4Q
PerryJG,,OkgDUeedlQQ,ARE GRUBS USELESS ? l perryjg on twitch,,8600,,,,,,,,,https://www.youtube.com/watch?v=OkgDUeedlQQ
PerryJG,,ObjdmaE5sl0,ARE MY MECHANICS BAD  ?? l perryjg on twitch,,12000,,,,,,,,,https://www.youtube.com/watch?v=ObjdmaE5sl0
PerryJG,,uukNfL3nZ-Y,ASCENDED 🤩l perryjg on twitch,,6500,,,,,,,,,https://www.youtube.com/watch?v=uukNfL3nZ-Y
PerryJG,,GeFFF7xIQNc,auto auto auto auto #fyp #xyzbca #foryoupage #viral #perryjg,,4100,,,,,,,,,https://www.youtube.com/watch?v=GeFFF7xIQNc
PerryJG,,6kYDI4C0rnY,AVERAGE JUNGLER EXPERIENCE 💀 l perryjg on twitch,,44000,,,,,,,,,https://www.youtube.com/watch?v=6kYDI4C0rnY
PerryJG,,VmWyLL4Tv7A,baby cage activated | #fyp #xyzbca #foryoupage #viral #perryjg,,3300,,,,,,,,,https://www.youtube.com/watch?v=VmWyLL4Tv7A
PerryJG,,QBh7pZdsnag,bad early game? watch this. | Platinum Coaching,12,,,,,,,,,,https://www.youtube.com/watch?v=QBh7pZdsnag
PerryJG,,sYGD4uRvn3Y,BASE DAMAGE META 😧l perryjg on twitch,,6000,,,,,,,,,https://www.youtube.com/watch?v=sYGD4uRvn3Y
PerryJG,,CugWN0uGzdU,based. don't play for kills - Challenger Advice #fyp #xyzbca #foryoupage #viral #perryjg,,4400,,,,,,,,,https://www.youtube.com/watch?v=CugWN0uGzdU
PerryJG,,kGMpXyVf_HE,BASICS NEVER CHANGE l perryjg on twitch,,5300,,,,,,,,,https://www.youtube.com/watch?v=kGMpXyVf_HE
PerryJG,,mTZXXcoGL78,BE CAREFUL ON LVL 1  | perryjg on Twitch,,35000,,,,,,,,,https://www.youtube.com/watch?v=mTZXXcoGL78
PerryJG,,iUl88oZfePE,BE DISCIPLINED 😤 l perryjg on twitch,,20000,,,,,,,,,https://www.youtube.com/watch?v=iUl88oZfePE
PerryJG,,xtHBDZF4gac,BE THE BOSS 😎 l perryjg on twitch,,27000,,,,,,,,,https://www.youtube.com/watch?v=xtHBDZF4gac
PerryJG,,QymUL21qfvY,BEATING AGURIN FOR NA 🇺🇸🦅 l perryjg on twitch,,9400,,,,,,,,,https://www.youtube.com/watch?v=QymUL21qfvY
PerryJG,,V7laTAdqdjk,BEFORE FUMBLING A GANK..WATCH l perryjg on twitch,,3500,,,,,,,,,https://www.youtube.com/watch?v=V7laTAdqdjk
PerryJG,,BtdSGQ-4eEM,BEFORE TAKING OBJECTIVES 🧠  l perryjg on twitch,,6800,,,,,,,,,https://www.youtube.com/watch?v=BtdSGQ-4eEM
PerryJG,,UPwhnrA3SNU,BEST CHAMPION RIGHT NOW ! l perryjg on Twitch,,44000,,,,,,,,,https://www.youtube.com/watch?v=UPwhnrA3SNU
PerryJG,,z0ubjOT8H-s,BEST CHAMPION RIGHT NOW 🤩 l perryjg on twitch,,15000,,,,,,,,,https://www.youtube.com/watch?v=z0ubjOT8H-s
PerryJG,,WbQGhGusxmE,BEST CHAMPION THIS PATCH 👀 l perryjg on twitch,,3500,,,,,,,,,https://www.youtube.com/watch?v=WbQGhGusxmE
PerryJG,,Wk3rP-88dVg,BEST CHAMPION THIS PATCH 👀 l perryjg on twitch,,8900,,,,,,,,,https://www.youtube.com/watch?v=Wk3rP-88dVg
PerryJG,,Oos0oqzG7hM,BEST CHAMPION THIS PATCH 🤩  l perryjg on twitch,,10000,,,,,,,,,https://www.youtube.com/watch?v=Oos0oqzG7hM
PerryJG,,hC72p4neJMY,BEST CHAMPIONS THIS PATCH l perryjg on twitch,,9600,,,,,,,,,https://www.youtube.com/watch?v=hC72p4neJMY
PerryJG,,w0gywKB4iZg,BEST Junglers after HUGE Item Changes 📈 TIERLIST debate with @Arktheos,72,,,,,,,,,,https://www.youtube.com/watch?v=w0gywKB4iZg
PerryJG,,gnubrcRoE0k,BEST JUNGLERS THIS PATCH l perryjg on twitch,,10000,,,,,,,,,https://www.youtube.com/watch?v=gnubrcRoE0k
PerryJG,,5w9lnojFITw,BEST S TIER CHAMPIONS 🌟l perryjg on twitch,,22000,,,,,,,,,https://www.youtube.com/watch?v=5w9lnojFITw
PerryJG,,TDnDT04d7Y4,BEST S TIER CHAMPIONS 🔥 l perryjg on twitch,,22000,,,,,,,,,https://www.youtube.com/watch?v=TDnDT04d7Y4
PerryJG,,_bFYLE--q2c,BEST S TIER CHAMPIONS 🧐 l perryjg on twitch,,3800,,,,,,,,,https://www.youtube.com/watch?v=_bFYLE--q2c
PerryJG,,l5j2OxwQxEg,BEST S TIER JUNGLERS l perryjg on twitch,,8200,,,,,,,,,https://www.youtube.com/watch?v=l5j2OxwQxEg
PerryJG,,8zI3XqiwRuY,BEST TIMING FOR AN INVADE l perryjg on twitch,,5200,,,,,,,,,https://www.youtube.com/watch?v=8zI3XqiwRuY
PerryJG,,puD7umqfj4M,BEST VIEGO BUILDS l perryjg on twitch,,209000,,,,,,,,,https://www.youtube.com/watch?v=puD7umqfj4M
PerryJG,,ktMyOm5xk2M,better lee than oner  #league #leagueoflegends #riotgames #fyp #streamer #twitch,,3000,,,,,,,,,https://www.youtube.com/watch?v=ktMyOm5xk2M
PerryJG,,nHsIGPPTDN0,BISCUITS DIFF 😎  l perryjg on twitch,,19000,,,,,,,,,https://www.youtube.com/watch?v=nHsIGPPTDN0
PerryJG,,aN3V2tA7mpM,BLUE KAYN GOING CRAAAZY l perryjg on twitch,,4500,,,,,,,,,https://www.youtube.com/watch?v=aN3V2tA7mpM
PerryJG,,uPpE084EZmM,BOT LANE IS YOUR WINCON ! l perryjg on twitch,,3700,,,,,,,,,https://www.youtube.com/watch?v=uPpE084EZmM
PerryJG,,xFY32WXIL0g,BOTLANE OVER TOPLANE ! l perryjg on twitch,,8100,,,,,,,,,https://www.youtube.com/watch?v=xFY32WXIL0g
PerryJG,,Osqz9rkjxoc,BRAIN WORKING OVERTIME 🧠 l perryjg on twitch,,4500,,,,,,,,,https://www.youtube.com/watch?v=Osqz9rkjxoc
PerryJG,,dotR4e2Alvw,BREAK THIS HABIT 🧠 l perryjg on twitch,,7000,,,,,,,,,https://www.youtube.com/watch?v=dotR4e2Alvw
PerryJG,,a4VWFGsBj1E,Breaking Down LOW ELO MISTAKES and HOW TO FIX THEM!,43,,,,,,,,,,https://www.youtube.com/watch?v=a4VWFGsBj1E
PerryJG,,xySo8kjLfRg,BREAKING MY VIEWER'S EGO 😤 l perryjg on twitch,,7900,,,,,,,,,https://www.youtube.com/watch?v=xySo8kjLfRg
PerryJG,,3wMc461WDqs,BRIAR IS S TIER THIS PATCH 💥 l perryjg on twitch,,18000,,,,,,,,,https://www.youtube.com/watch?v=3wMc461WDqs
PerryJG,,-X1EjJMlQeU,BRO CAN'T PLAY.. l perryjg on twitch,,4200,,,,,,,,,https://www.youtube.com/watch?v=-X1EjJMlQeU
PerryJG,,InjZaJxxwCY,BRO VANISHED 💀  l perryjg on twitch,,15000,,,,,,,,,https://www.youtube.com/watch?v=InjZaJxxwCY
PerryJG,,clkrTB58g1g,BRO'S PLAYING TALIYAH IN BRONZE 💀 l perryjg on twitch,,5900,,,,,,,,,https://www.youtube.com/watch?v=clkrTB58g1g
PerryJG,,QVJUednfwnw,broke back 🅱iego | Perry,18,,,,,,,,,,https://www.youtube.com/watch?v=QVJUednfwnw
PerryJG,,opUf69wMHXU,Build THIS Item On VIEGO | We've Been Wrong This Whole Time,1,,,,,,,,,,https://www.youtube.com/watch?v=opUf69wMHXU
PerryJG,,oc7CyoQEuzo,But you can STILL Win. Watch this. - Dispelling the Low Elo Narrative as Amumu,47,,,,,,,,,,https://www.youtube.com/watch?v=oc7CyoQEuzo
PerryJG,,hCIxTQns4Xs,C9 BLABER LOSES SMITE FIGHTS? #fyp #xyzbca #foryoupage #viral #perryjg,,2200,,,,,,,,,https://www.youtube.com/watch?v=hCIxTQns4Xs
PerryJG,,0CBP-ra_BFs,Camera Control While Clearing,2,,,,,,,,,,https://www.youtube.com/watch?v=0CBP-ra_BFs
PerryJG,,wJ_M8-NfYZE,CAMILE IS FAIR?? WTF WAS THAT | perryjg on #Twitch,,5000,,,,,,,,,https://www.youtube.com/watch?v=wJ_M8-NfYZE
PerryJG,,Gxkis1c8vZU,Can a retired Pro beat a current Pro?,24,,,,,,,,,,https://www.youtube.com/watch?v=Gxkis1c8vZU
PerryJG,,jiVHd_7-Gpc,CAN U TELL ? l perryjg on twitch,,3600,,,,,,,,,https://www.youtube.com/watch?v=jiVHd_7-Gpc
PerryJG,,m13HFdmJR1s,"Carrying Clash for Content (ft. ioki, Geranimo, Hot Eboy Xerath, Body Those Fools)",17,,,,,,,,,,https://www.youtube.com/watch?v=m13HFdmJR1s
PerryJG,,2vEMY51ZIbg,Carrying Pink Ward In A Lost Game As Viego VS Graves (Jungle) (Full Game),36,,,,,,,,,,https://www.youtube.com/watch?v=2vEMY51ZIbg
PerryJG,,gn7NV27s09s,Challenger Clash Teamfight W IOKI,,1700,,,,,,,,,https://www.youtube.com/watch?v=gn7NV27s09s
PerryJG,,tg-dPNy5RVs,CHALLENGER COACH GETS COACHED BY #1 UDYR,34,,,,,,,,,,https://www.youtube.com/watch?v=tg-dPNy5RVs
PerryJG,,bo_Lqv5zn5Y,Challenger Coach Reveals How To Jungle On Lillia | Emerald Coaching,59,,,,,,,,,,https://www.youtube.com/watch?v=bo_Lqv5zn5Y
PerryJG,,U7OYrPW-xwI,Challenger Fingers #twitch #twitchstreamer #riot #leagueoflegends #gamer,,89,,,,,,,,,https://www.youtube.com/watch?v=U7OYrPW-xwI
PerryJG,,23SOZ0FS8Sg,challenger games be like #riot #gaming #game #gamer #leaguememes #leagueoflegends #league,,100,,,,,,,,,https://www.youtube.com/watch?v=23SOZ0FS8Sg
PerryJG,,L964cQirodg,Challenger Jarvan IV DOMINATES The Jungle VS Rank 14 | Fear Perry Gameplay,10,,,,,,,,,,https://www.youtube.com/watch?v=L964cQirodg
PerryJG,,r-xIzeGJ5fo,Challenger Jarvan IV DOMINATES The Jungle | Rank 7 Gameplay,29,,,,,,,,,,https://www.youtube.com/watch?v=r-xIzeGJ5fo
PerryJG,,NN9Eru4LPmk,challenger kindred #twitch #twitchstreamer #riot #leagueoflegends #gamer,,119,,,,,,,,,https://www.youtube.com/watch?v=NN9Eru4LPmk
PerryJG,,gWATG1idkaQ,Challenger Teaches you how to Climb | Challenger Jungle Master Yi Coaching,58,,,,,,,,,,https://www.youtube.com/watch?v=gWATG1idkaQ
PerryJG,,Vkc66VhLmzs,CHALLENGER TEAMFIGHT | perryjg on #Twitch,,2300,,,,,,,,,https://www.youtube.com/watch?v=Vkc66VhLmzs
PerryJG,,0bpFfIPEfNw,CHALLENGER VIEGO OUTPLAY... goes wrong...,,13000,,,,,,,,,https://www.youtube.com/watch?v=0bpFfIPEfNw
PerryJG,,fkuvGGbzZMI,Challenger Wave Understanding #twitch #twitchstreamer #riot #leagueoflegends #gamer,,442,,,,,,,,,https://www.youtube.com/watch?v=fkuvGGbzZMI
PerryJG,,TAEywSoNREg,Champion Ability Cooldown Calculator | This Spreadsheet Will IMPROVE The Way You Play League,3,,,,,,,,,,https://www.youtube.com/watch?v=TAEywSoNREg
PerryJG,,BD7Vmlk78sw,CHAMPS THAT CAN SOLO CARRY l perryjg on twitch,,33000,,,,,,,,,https://www.youtube.com/watch?v=BD7Vmlk78sw
PerryJG,,uHd2gH1odl8,Change your Zyra MENTALITY🌱 This is WHY she's on the Tierlist,25,,,,,,,,,,https://www.youtube.com/watch?v=uHd2gH1odl8
PerryJG,,N-f8GLMvgYc,CHEAP STRONG ITEM 👀 l perryjg on twitch,,9100,,,,,,,,,https://www.youtube.com/watch?v=N-f8GLMvgYc
PerryJG,,-j3SaWZN-_U,CHOMP 🐻‍❄️ l perryjg on twitch,,18000,,,,,,,,,https://www.youtube.com/watch?v=-j3SaWZN-_U
PerryJG,,1ThlDq-z1EE,CLIMBING WITH BEAR ⚡️l perryjg on twitch,,7600,,,,,,,,,https://www.youtube.com/watch?v=1ThlDq-z1EE
PerryJG,,TK9_lGP7QX0,CLOSE ONE 👀 l perryjg on twitch,,18000,,,,,,,,,https://www.youtube.com/watch?v=TK9_lGP7QX0
PerryJG,,l_OTR6Go8uI,CLOSE OUT games LIKE A PRO!,14,,,,,,,,,,https://www.youtube.com/watch?v=l_OTR6Go8uI
PerryJG,,EbQr0VzbYC8,CLOSE 👀 l perryjg on twitch,,15000,,,,,,,,,https://www.youtube.com/watch?v=EbQr0VzbYC8
PerryJG,,8aI35SDTonk,CLOSEST BASE RACE IVE EVER EXPERIENCED  | perryjg on #Twitch,,3000,,,,,,,,,https://www.youtube.com/watch?v=8aI35SDTonk
PerryJG,,15QU6Q3EM7U,Closing out the year with Ludwig's INSANE COMEBACK GAME...,51,,,,,,,,,,https://www.youtube.com/watch?v=15QU6Q3EM7U
PerryJG,,U93cI-htZfA,Clutch 1v2 In Challenger   | perryjg on #Twitch,,150,,,,,,,,,https://www.youtube.com/watch?v=U93cI-htZfA
PerryJG,,fyQ3JwqX6xc,CLUTCHING UP VS EGC | Maokai (FULL VOD),39,,,,,,,,,,https://www.youtube.com/watch?v=fyQ3JwqX6xc
PerryJG,,EKKEIaAlWx0,Coaching @ludwig  Friendliest Jungle Coach :) | NEW GLASSES,580,,,,,,,,,,https://www.youtube.com/watch?v=EKKEIaAlWx0
PerryJG,,6QWxWxrXMbM,Coaching @ludwig  Friendliest Jungle Coach :) | NEW GLASSES,135,,,,,,,,,,https://www.youtube.com/watch?v=6QWxWxrXMbM
PerryJG,,-58_c1tmse4,COACHING @ludwig  | Viego/J4/Kindred,293,,,,,,,,,,https://www.youtube.com/watch?v=-58_c1tmse4
PerryJG,,_qE626GX3CA,COACHING @ludwig OUT OF SILVER... (HE'S ACTUALLY 1V9 WHEN HE TRIES),29,,,,,,,,,,https://www.youtube.com/watch?v=_qE626GX3CA
PerryJG,,DDlv_vGQ1DQ,COACHING @ludwig 🧐l perryjg on twitch,,9900,,,,,,,,,https://www.youtube.com/watch?v=DDlv_vGQ1DQ
PerryJG,,OeKY2aWXN4A,COACHING @Nickich 😂 l perryjg on twitch,,49000,,,,,,,,,https://www.youtube.com/watch?v=OeKY2aWXN4A
PerryJG,,puEKe4BkFS0,Coaching an emerald player on a competitive team...,55,,,,,,,,,,https://www.youtube.com/watch?v=puEKe4BkFS0
PerryJG,,oVZcMY5JN9c,"COACHING HARDSTUCK MASTER WITH 2,000 GAMES… Can He Get Challenger?",76,,,,,,,,,,https://www.youtube.com/watch?v=oVZcMY5JN9c
PerryJG,,jRQ_sH9BYPA,Coaching into Climb to Chall Day 6/15,364,,,,,,,,,,https://www.youtube.com/watch?v=jRQ_sH9BYPA
PerryJG,,q-RmQnmz3tY,Coaching Ludwig but I'M MUTED for the first 10 MINUTES...,72,,,,,,,,,,https://www.youtube.com/watch?v=q-RmQnmz3tY
PerryJG,,BRTFid_jn2A,Coaching LUDWIG to go from ZERO TO HERO (INSANE COMEBACK GAME),30,,,,,,,,,,https://www.youtube.com/watch?v=BRTFid_jn2A
PerryJG,,JxNuKhH8jZo,Coaching Ludwig while MUTED again...,47,,,,,,,,,,https://www.youtube.com/watch?v=JxNuKhH8jZo
PerryJG,,opI5CiRdcZs,COACHING LUDWIG 👀  l perryjg on twitch,,13000,,,,,,,,,https://www.youtube.com/watch?v=opI5CiRdcZs
PerryJG,,YdjP8U9fAJs,COACHING LUDWIG 😂 l perryjg on twitch,,17000,,,,,,,,,https://www.youtube.com/watch?v=YdjP8U9fAJs
PerryJG,,U8chgo9a_zw,COACHING LUDWIG 😳 @ludwig l perryjg on twitch,,167000,,,,,,,,,https://www.youtube.com/watch?v=U8chgo9a_zw
PerryJG,,HuXb9DkMPYo,COMEBACK after getting INVADED,19,,,,,,,,,,https://www.youtube.com/watch?v=HuXb9DkMPYo
PerryJG,,eYwIx8UwfzY,COMMIT TO YOUR CHAMPION  l perryjg on twitch,,9500,,,,,,,,,https://www.youtube.com/watch?v=eYwIx8UwfzY
PerryJG,,kLGIMr9zUjE,COMMIT TO YOUR CHAMPION ✅ l perryjg on twitch,,5600,,,,,,,,,https://www.youtube.com/watch?v=kLGIMr9zUjE
PerryJG,,2HvWl7CxxD8,Common MISCONCEPTION About CHALL Players ❌ | perryjg on twitch,,18000,,,,,,,,,https://www.youtube.com/watch?v=2HvWl7CxxD8
PerryJG,,gINvyfS-TTA,COMPLETELY Breaking the Fundamentals and PERMAGANKING all game,19,,,,,,,,,,https://www.youtube.com/watch?v=gINvyfS-TTA
PerryJG,,cBifLE8zS2M,CONFUSED WHAT TO DO ? l perryjg on twitch,,3100,,,,,,,,,https://www.youtube.com/watch?v=cBifLE8zS2M
PerryJG,,iqhuzupJjtY,CONTROL THE MID GAME l perryjg on twitch,,6400,,,,,,,,,https://www.youtube.com/watch?v=iqhuzupJjtY
PerryJG,,pvfYavXQSAY,CoreJJ Inhouses Teamfight | #league #leagueoflegends #riotgames #fyp #streamer #twitch,,2000,,,,,,,,,https://www.youtube.com/watch?v=pvfYavXQSAY
PerryJG,,z6r6R_FE5TE,COSMIC DRIVE VOLI ⚡️ l perryjg on twitch,,6800,,,,,,,,,https://www.youtube.com/watch?v=z6r6R_FE5TE
PerryJG,,yb4c3LBpHiM,cracked jarvan combo,,318,,,,,,,,,https://www.youtube.com/watch?v=yb4c3LBpHiM
PerryJG,,HfliFHGfMjE,CRAZY Jungle Item Changes - Patch 25.18 Rundown,17,,,,,,,,,,https://www.youtube.com/watch?v=HfliFHGfMjE
PerryJG,,A-kIrpFAxiY,CRIT BUILD ON VIEGO..  l perryjg on twitch,,5900,,,,,,,,,https://www.youtube.com/watch?v=A-kIrpFAxiY
PerryJG,,h1F64MTE_1w,CRIT VIEGO IS BACK 😯 l perryjg on twitch,,42000,,,,,,,,,https://www.youtube.com/watch?v=h1F64MTE_1w
PerryJG,,SUIFqSanY9s,Crit Viego Is INSANELY Strong If You Know When to Pick Him!,70,,,,,,,,,,https://www.youtube.com/watch?v=SUIFqSanY9s
PerryJG,,a7y4eZ2MmmY,CRIT Viego might be broken...,28,,,,,,,,,,https://www.youtube.com/watch?v=a7y4eZ2MmmY
PerryJG,,u6thvsgiYmU,CRUSHING DSG AS KINDRED JUNGLE | FEAR Perry (Full VOD),31,,,,,,,,,,https://www.youtube.com/watch?v=u6thvsgiYmU
PerryJG,,qBkCYX_i4BU,CRUSHING my STUDENT'S Viego... ft. Elekktro,29,,,,,,,,,,https://www.youtube.com/watch?v=qBkCYX_i4BU
PerryJG,,Z8Tt0Kwpj2Q,Cursor Control | Fighting Mechanics,2,,,,,,,,,,https://www.youtube.com/watch?v=Z8Tt0Kwpj2Q
PerryJG,,FsKiWDcmimc,Dantes small head | perryjg on #Twitch,,601,,,,,,,,,https://www.youtube.com/watch?v=FsKiWDcmimc
PerryJG,,3TrZ-eXXle8,DEALING WITH LEAGUE DEPRESSION 😤 l perryjg on twitch,,5100,,,,,,,,,https://www.youtube.com/watch?v=3TrZ-eXXle8
PerryJG,,3ZCcStc72K4,DEALING WITH THE MENTAL BLOCK l perryjg on twitch,,4800,,,,,,,,,https://www.youtube.com/watch?v=3ZCcStc72K4
PerryJG,,FMhmh1QZSV4,DEATHS DANCE IS NOT OKAY 🔥 l perryjg on twich,,17000,,,,,,,,,https://www.youtube.com/watch?v=FMhmh1QZSV4
PerryJG,,kSs5CEJldZg,DEBATING WITH A GAREN OTP BE LIKE ! l perryjg on twitch,,2900,,,,,,,,,https://www.youtube.com/watch?v=kSs5CEJldZg
PerryJG,,kMAGjvPgW50,DELELTIG HP BARS WITH SHYV ! l perryjg on twitch,,7000,,,,,,,,,https://www.youtube.com/watch?v=kMAGjvPgW50
PerryJG,,fnMavOJ0U0k,DESTORYING the enemy SUPER SMURF and making them cry with Viego,19,,,,,,,,,,https://www.youtube.com/watch?v=fnMavOJ0U0k
PerryJG,,CDZCDmSoMNk,DESTROY LOW ELO Junglers like THIS,,46000,,,,,,,,,https://www.youtube.com/watch?v=CDZCDmSoMNk
PerryJG,,p_TnrNN46OY,Destroying HIGH CHALLENGER with THE BEST Champion in Current Meta,44,,,,,,,,,,https://www.youtube.com/watch?v=p_TnrNN46OY
PerryJG,,sZx6z4meOa8,Destryoing Karasmai as Viego | Challenger Jungle,27,,,,,,,,,,https://www.youtube.com/watch?v=sZx6z4meOa8
PerryJG,,oMdy-xUJLts,Diamond Coaching | Taking Objectives With A Lead,53,,,,,,,,,,https://www.youtube.com/watch?v=oMdy-xUJLts
PerryJG,,TDEPNQYRHso,DIAMOND ELO IS THE REAL ELO HELL,20,,,,,,,,,,https://www.youtube.com/watch?v=TDEPNQYRHso
PerryJG,,x-hdY6vG9Z4,Disguised Toast Invitational!! #twitch #twitchstreamer #riot #leagueoflegends #gamer #coach,,235,,,,,,,,,https://www.youtube.com/watch?v=x-hdY6vG9Z4
PerryJG,,MhzgQRKnN-g,Disguised Toast Legends Tournament | First Scrim With Aphromoo,11,,,,,,,,,,https://www.youtube.com/watch?v=MhzgQRKnN-g
PerryJG,,6Jie0XXW9zA,Do Fundamentals Work in Low Elo? - Bronze Live Game,22,,,,,,,,,,https://www.youtube.com/watch?v=6Jie0XXW9zA
PerryJG,,VnZb7Ns84c8,DO NOT DO THIS ❌l perryjg on twitch,,14000,,,,,,,,,https://www.youtube.com/watch?v=VnZb7Ns84c8
PerryJG,,AVzSsOU6Ji4,DO NOT FF ❌ l perryjg on twitch,,4400,,,,,,,,,https://www.youtube.com/watch?v=AVzSsOU6Ji4
PerryJG,,Frp-3KVc2AQ,DO NOT SAVE YOUR TEAMMATES (all the time...) - Jungle Concepts Explained,5,,,,,,,,,,https://www.youtube.com/watch?v=Frp-3KVc2AQ
PerryJG,,qItvi9zG1mQ,Do NOT SLEEP on JARVAN this patch... - How to Play Jarvan 4 Jungle,62,,,,,,,,,,https://www.youtube.com/watch?v=qItvi9zG1mQ
PerryJG,,LtANZH1YpyQ,DO NOT SLEEP ON THIS ⛔️ l perryjg on twitch,,24000,,,,,,,,,https://www.youtube.com/watch?v=LtANZH1YpyQ
PerryJG,,caE-g_kIl0c,DO NOT USE ABILITIES BEFORE FIGHTS! | perryjg on #Twitch,,1500,,,,,,,,,https://www.youtube.com/watch?v=caE-g_kIl0c
PerryJG,,MB-1oeNyw-o,DO NOT use this TECHNIQUE,,40000,,,,,,,,,https://www.youtube.com/watch?v=MB-1oeNyw-o
PerryJG,,XhQUi-DWsIA,DO U BELIEVE I'M CHALLENGER?,,646,,,,,,,,,https://www.youtube.com/watch?v=XhQUi-DWsIA
PerryJG,,8AB9gCOTTyo,DOES LOSERS Q EXIST ? l perryjg on twitch,,6400,,,,,,,,,https://www.youtube.com/watch?v=8AB9gCOTTyo
PerryJG,,sBSqIAnn67U,DOES TIER LIST REALLY MATTER ? l perryjg on twitch,,13000,,,,,,,,,https://www.youtube.com/watch?v=sBSqIAnn67U
PerryJG,,jXJFIxX3_w8,DOMINATE WITH THESE CHAMPS l perryjg on twitch,,3400,,,,,,,,,https://www.youtube.com/watch?v=jXJFIxX3_w8
PerryJG,,thYHc3uATfQ,DON'T BE SCARED ! l perryjg on twitch,,15000,,,,,,,,,https://www.youtube.com/watch?v=thYHc3uATfQ
PerryJG,,BKBbh-URjPg,DON'T DO THIS ❌ | perryjg on twitch,,33000,,,,,,,,,https://www.youtube.com/watch?v=BKBbh-URjPg
PerryJG,,-qzrFtc5R_Q,DON'T FALL FOR THIS ❌ l perryjg on twitch,,11000,,,,,,,,,https://www.youtube.com/watch?v=-qzrFtc5R_Q
PerryJG,,p04Ki9fRYqY,DON'T FIGHT LIKE THIS 🤦‍♂️l perryjg on twitch,,5900,,,,,,,,,https://www.youtube.com/watch?v=p04Ki9fRYqY
